	ID	TITLE	URL	PUBLISHER	CATEGORY	STORY	HOSTNAME	TIMESTAMP
3117	418817	IMF Chief Lagarde Under Investigation In French Fraud Case	http://www.huffingtonpost.com/2014/08/27/imf-lagarde-fraud_n_5720856.html\?utm_hp_ref=world	Huffington Post	b	dJ_WK8oxFQLZhdM2nhqzzieXKbUDM	www.huffingtonpost.com	1409200014338
5377	144158	Animal Welfare Activists Picket Liam Neeson's Home Over New York City Horse  ...	http://www.huffingtonpost.com/2014/04/20/new-york-city-carriage-ban_n_5179197.html\?ir=Green	Huffington Post	e	dFCB3-oqDBYTsXMt3SMn4KwiGYxvM	www.huffingtonpost.com	1398060268497
3013	245173	FOREX-Euro falls to 3-month low on German data, EU election uncertainty	http://in.reuters.com/article/2014/05/23/markets-forex-idINL6N0O936620140523	Reuters	b	dbkKKGvmco5W-0MBu5Xnw9dtIrqJM	in.reuters.com	1400926797905
8582	111261	Captain America - Captain America Sequel Defends Us Box Office Title For  ...	http://www.contactmusic.com/story/captain-america-sequel-defends-u-s-box-office-title-for-second-week_4154183	Contactmusic.com	e	dLo264xHVWUXcfMoeF7tU6iFGWAEM	www.contactmusic.com	1397461221193
4476	322255	GLOBAL MARKETS-Stocks down on Fed official's rate hike call; sterling up	http://in.reuters.com/article/2014/06/26/markets-global-idINL2N0P71D020140626	Reuters	b	dJela8uxiRnjVgMbiSKiq4Jvlb0cM	in.reuters.com	1403851065799
9667	154948	Happy Birthday, Bill!	http://www.huffingtonpost.com/louis-fantasia/happy-birthday-bill_b_5200725.html\?utm_hp_ref=books&amp;ir=Books	Huffington Post	e	dzI-ENgxCcPY0jM3l1xD8KmQdIspM	www.huffingtonpost.com	1398287790973
3185	273356	UPDATE 1-JM Smucker hikes coffee prices for first time in 3 years	http://in.reuters.com/article/2014/06/03/jmsmucker-coffee-prices-idINL1N0OK0JW20140603	Reuters	b	d3IOV5vQA1rRrUMB36BQnqps7pPrM	in.reuters.com	1401891191139
4046	173253	Euro bounces back after expected inflation dip	http://in.reuters.com/article/2014/04/30/markets-euro-inflation-idINL6N0NM34E20140430	Reuters	b	d6oH4km9IXNQhDMMjOqbrYbTbVjcM	in.reuters.com	1398863266548
3400	356503	Slump in Erste Bank halts European stocks rally	http://in.reuters.com/article/2014/07/04/markets-europe-stocks-idINL6N0PF3EK20140704	Reuters	b	d11BlC6PCQ4FSmMdAOPuKXIopj8aM	in.reuters.com	1404515868441
3908	307833	GLOBAL MARKETS-Gloomy French data hits European shares, Iraq keeps oil high	http://in.reuters.com/article/2014/06/23/markets-global-wrapup-idINL6N0P42SA20140623	Reuters	b	d7ciPlHSS0FPGHM1D-xxX_18nfo-M	in.reuters.com	1403539565688
1953	197660	UPDATE 1-Snapchat settles with FTC, faces 20 years privacy oversight	http://in.reuters.com/article/2014/05/08/snapchat-ftc-idINL2N0NU1QO20140508	Reuters	t	duHeeI-PN01gWQMgXJ-AnJl_t1zSM	in.reuters.com	1399631388564
1116	175647	Emma Stone - Emma Stone loves Andrew Garfield 'very much'	http://www.contactmusic.com/story/emma-stone-loves-andrew-garfield-very-much_4173962	Contactmusic.com	e	d4CWWKTaH0GSQbMGjNMHnxYmfazAM	www.contactmusic.com	1398880548793
5602	207112	Health Officials Confirm Second MERS Case In U.S.	http://www.huffingtonpost.com/2014/05/12/us-mers-second-case-infection_n_5310334.html	Huffington Post	m	djs9-BMpTVn9sZMvbTlIlsUnvKd8M	www.huffingtonpost.com	1399925472421
6734	265027	Robert Pattinson - Rachel Weisz in talks to star in 'Idol's Eyes'	http://www.contactmusic.com/story/rachel-weisz-in-talks-to-star-in-idol-s-eyes_4218934	Contactmusic.com	e	decAMVoOQGGru7MXpwTNSnpTz8r_M	www.contactmusic.com	1401362410370
5839	304277	Kim Kardashian's Rope Dress Was Made For A Cannes Lions Yacht Party	http://www.huffingtonpost.com/2014/06/18/kim-kardashian-rope-dress-cannes_n_5509093.html\?utm_hp_ref=entertainment&amp;ir=Entertainment	Huffington Post	e	d6YxcE79pJ_0tiMRWbOCbd8q2yX_M	www.huffingtonpost.com	1403137689307
8502	58324	"Chris Martin's Dad Reveals His Son & Gwyneth Paltrow's Split Is ""Amicable"""	http://www.contactmusic.com/in-depth/chris-martin-gwyneth-paltrow-split-amicable-dad-interview_4128785	Contactmusic.com	e	dRIymsAHxE8rwhMKqtZQeAnq844gM	www.contactmusic.com	1396018366814
142	14249	Honda Recalls Over 800000 Odyssey Minivans	http://www.huffingtonpost.com/2014/03/15/honda-recall_n_4971683.html\?ir=Business	Huffington Post	t	dRxWun-PlDEkGpMTSH5m3mrA0rO2M	www.huffingtonpost.com	1395062083688
3107	201819	Michael Jackson Belts It Out In 'Blue Gangsta' - Listen To Supercharged New Track	http://www.contactmusic.com/article/michael-jackson-new-song-blue-gangsta-listen-xscape_4185430	Contactmusic.com	e	dGp3oqWNwPVmsnMDTIPzzcqD4k63M	www.contactmusic.com	1399695378383
1251	324937	Beyonce - Beyonce unveils wedding video	http://www.contactmusic.com/story/beyonce-unveils-wedding-video_4260261	Contactmusic.com	e	dCNIfbqPoSf_9KMmvThyaI9HevEaM	www.contactmusic.com	1403868880473
8111	116464	5 Myths About High-Frequency Trading	http://www.huffingtonpost.com/bob-swarup/high-frequency-trading-myths_b_5133949.html	Huffington Post	b	dQll5Mztnuje6uMcBg8_ggYMa510M	www.huffingtonpost.com	1397574866634
2698	15877	Japan Yet to Decide on Bitcoin Rules Amid Money Laundering Risk	http://www.businessweek.com/news/2014-03-18/japan-yet-to-decide-on-bitcoin-rules-amid-money-laundering-risk	Businessweek	b	duF770WPmvLmcUMBW7llDpnAufY-M	www.businessweek.com	1395154804836
624	311119	Fitch Affirms HSBC's Covered Bonds at 'AAA' on Implementation of Updated  ...	http://in.reuters.com/article/2014/06/23/fitch-affirms-hsbcs-covered-bonds-at-aaa-idINFit70534720140623	Reuters	b	d3tIMfB2mg-9MZM4G_jGTEiRVl3jM	in.reuters.com	1403633894647
4039	245053	Former SAC, Och-Ziff Manager Said to Consider Own Hedge Fund (1)	http://www.businessweek.com/news/2014-05-21/former-sac-och-ziff-manager-xu-said-to-consider-own-hedge-fund	Businessweek	b	dVHbwbzWB8INhmMeX8ZxODpk9oTCM	www.businessweek.com	1400925704337
5677	101737	Colin Kaepernick Slams TMZ, Denies Sexual Assault Rumors	http://www.huffingtonpost.com/2014/04/11/colin-kaepernick-investigation_n_5134934.html\?utm_hp_ref=sports	Huffington Post	b	dq4CkE5dd_NRkmMCBHHuQlgb-upoM	www.huffingtonpost.com	1397290668270
6294	236395	Hugh Jackman Got Up Close And Personal With A Sock For His Nude Scene In  ...	http://www.huffingtonpost.com/2014/05/21/hugh-jackman-sock-nude-scene-x-men_n_5366445.html	Huffington Post	e	dOjehg3YSV_e60Mp3ra-L5UQ_-AqM	www.huffingtonpost.com	1400764600515
691	85743	Chris Martin - Chris Martin: 'Affair Report Is Totally Untrue'	http://www.contactmusic.com/story/chris-martin-affair-report-is-totally-untrue_4142995	Contactmusic.com	e	dTgyPnl3-hgIa7MCUakj-qqhlnBuM	www.contactmusic.com	1396878058369
2740	308402	FTSEurofirst hits 6 1/2-yr high, takeover offer boosts Shire	http://in.reuters.com/article/2014/06/20/markets-europe-stocks-update-idINL6N0P12QC20140620	Reuters	b	dmxi4R_ePtxhjSMhtfwtHoZxcnJMM	in.reuters.com	1403543894348
5297	387748	Builder Optimism SIgnals US Housing Starts Will Rebound	http://www.businessweek.com/news/2014-07-17/builder-optimism-signals-u-dot-s-dot-housing-starts-will-rebound	Businessweek	b	dETbyBtA4ZH1X9MrM_VKOq1Un3BrM	www.businessweek.com	1405626662371
931	244837	Women Feel More Stress At Home Than At Work, Study Finds	http://www.huffingtonpost.com/2014/05/23/women-work-stress_n_5380088.html	Huffington Post	m	dF8_f-ck79Hf1-Mq9VQPq3ZzLyaDM	www.huffingtonpost.com	1400885175830
9846	118334	Ice Cube Jokes That Paul Walker 'Robbed' Him Of An MTV Movie Award	http://www.huffingtonpost.com/2014/04/15/ice-cube-mtv-movie-award_n_5152142.html\?utm_hp_ref=entertainment	Huffington Post	e	doeY73w4kKNO8TMjFfRcpgaQhiHpM	www.huffingtonpost.com	1397585439635
2364	96389	US Stocks Fall With Europe as JPMorgan Misses; Treasuries Rise	http://www.businessweek.com/news/2014-04-10/asian-futures-sink-as-u-dot-s-dot-tech-selloff-reignited-kiwi-weakens	Businessweek	b	dUwjqgU0LQf61_M25I9qXtaaW30jM	www.businessweek.com	1397227763575
7011	322477	Argentina Deposits $1 Billion For June 30 Bond Payments	http://www.businessweek.com/news/2014-06-26/argentina-deposits-1-billion-for-payments-on-restructured-bonds	Businessweek	b	dAnZOhVBFIp0-qM-n4Cz0cJ6bJWiM	www.businessweek.com	1403853546347
4000	290206	"Gazprom CEO accuses Ukraine of being ""unconstructive"" in gas talks"	http://in.reuters.com/article/2014/06/16/ukraine-crisis-gas-miller-idINL5N0OX2I620140616	Reuters	b	dTp8zKwI__t-B1MiiAkQxSALe6XjM	in.reuters.com	1402917782308
5804	342419	Mark Ruffalo Doesn't Read Internet Comments Either	http://www.huffingtonpost.com/2014/06/30/mark-ruffalo-begin-again_n_5534688.html	Huffington Post	e	d3CkReGKmy65k2MFIUGzZMme3L6nM	www.huffingtonpost.com	1404248901604
1339	334291	UPDATE 3-Philips spins off lighting components businesses	http://in.reuters.com/article/2014/06/30/philips-restructuring-idINL6N0PB0ZD20140630	Reuters	b	dI3EP3IzprskODMxEwzY-q51E3JWM	in.reuters.com	1404146167025
491	383358	Treasury Volatility Drops on Yellen Low-Rates Message	http://www.businessweek.com/news/2014-07-15/treasury-volatility-is-near-14-month-low-on-yellen-job-comments	Businessweek	b	d_6QnkHd8ScDmCMnQBi8D4PjJtN5M	www.businessweek.com	1405553187076
1297	289915	Williams's $6 Billion Access Midstream Deal Fueled by Fracking	http://www.businessweek.com/news/2014-06-16/williams-s-6-billion-access-midstream-deal-fueled-by-fracking	Businessweek	b	dpuJWeRzTm_B3OM1gAojx4NGrz6vM	www.businessweek.com	1402915919494
7952	107299	UPDATE 1-Outkast goes back to 1990s hip hop at Coachella reunion	http://in.reuters.com/article/2014/04/12/music-coachella-idINL2N0N40B120140412	Reuters	e	dT2dmWRF_A6k7aM1TxZxVdOnsBF9M	in.reuters.com	1397355595674
2083	175850	Hey Star Wars -- Where The Hell Are The Women?	http://www.huffingtonpost.com/2014/04/30/hey-star-wars-where-the-h_n_5239170.html	Huffington Post	e	dcM-0hWNTH6q4MMXsh0qF0FQcc2IM	www.huffingtonpost.com	1398881640181
6700	63795	Wall St rallies; S&P 500 close to break-even for week	http://in.reuters.com/article/2014/03/28/markets-usa-stocks-idINDEEA2R0BN20140328	Reuters India	b	dF1Y_jlCZnaflZMOk9STdoxKbibCM	in.reuters.com	1396124770516
7961	353290	China Blocks Flickr, Messaging Apps as Censorship Rises: Greatfire	http://www.businessweek.com/news/2014-07-03/china-blocked-line-flickr-amid-protests-greatfire-says	Businessweek	b	d0Y-Rp3tFWkthpM23_YWelwwKMqdM	www.businessweek.com	1404450447827
5802	348485	Oil Falls as Libyan Supply Seen Rising, Iraq Output Remains Safe	http://www.businessweek.com/news/2014-07-02/wti-oil-falls-sixth-day-as-supply-seen-rising-on-libyan-exports	Businessweek	b	dWTqY98ucGWYTtMos4hipHZv52tgM	www.businessweek.com	1404374640944
6463	332826	Kim Kardashian - Kim Kardashian and Kanye West want 'bigger' NYC home	http://www.contactmusic.com/story/kim-kardashian-and-kanye-west-want-bigger-nyc-home_4264071	Contactmusic.com	e	d3TnE5TwRp4OCzMbP58Z8HUlZlEVM	www.contactmusic.com	1404094078126
10151	26196	UPDATE 1-GM must pay for pre-bankrutpcy ignition deception -lawsuit	http://in.reuters.com/article/2014/03/19/gm-recall-lawsuit-idINL2N0MG21E20140319	Reuters	t	d6AKUy26Vb7F9bMq8O8PZrUuSg0gM	in.reuters.com	1395326041037
9283	143831	Jack White Records, Releases Single In Hours	http://www.huffingtonpost.com/2014/04/20/jack-white-record-store-day-2014_n_5182080.html\?utm_hp_ref=entertainment	Huffington Post	e	dS0HW7xz9fGT9tMbyS8FHtBSbnhSM	www.huffingtonpost.com	1398058099536
3248	270898	Amid Racism Storm, Justin Bieber is Defended by Floyd Mayweather Jr	http://www.contactmusic.com/article/amid-racism-storm-justin-bieber-is-defended-by-floyd-mayweather-jr_4227329	Contactmusic.com	e	dNsHMPcLxA_I7fM8ZR5JmNp1CI_eM	www.contactmusic.com	1401831329522
4942	350054	NASA Launches Orbiting Carbon Observatory-2 Satellite To Monitor  ...	http://www.huffingtonpost.com/2014/07/02/carbon-observatory-2-satellite_n_5550826.html\?utm_hp_ref=green	Huffington Post	t	daTtNRiUEIOAhGM1IFejemq7N6P-M	www.huffingtonpost.com	1404386387734
4559	149832	Economic Policy in a Post-Piketty World	http://www.huffingtonpost.com/dean-baker/economic-policy-in-a-post_b_5187840.html	Huffington Post	b	dmhWgjmpqHxNPYMo1Bl-ugff1JRZM	www.huffingtonpost.com	1398221849382
2632	274987	Miranda Lambert - Miranda Lambert will tour before baby	http://www.contactmusic.com/story/miranda-lambert-will-tour-before-baby_4226766	Contactmusic.com	e	dQJ-vU31UozgxIMLRYZzBbB1k701M	www.contactmusic.com	1401901112752
7456	6330	First Look At The Flash's Costume: Grant Gustin Rocks The Maroon And Gold Suit	http://www.contactmusic.com/article/grant-gustin-the-flash-costume-picture-the-cw-tv-series_4105353	Contactmusic.com	e	dhEMwa0MwoR1WhMbGqJ5FLoTnr5nM	www.contactmusic.com	1394599784078
475	119153	Film Rumor: Brad Pitt To Produce/Star in Stanley McChrystal Biopic, The Operators	http://www.contactmusic.com/article/brad-pitt-stanley-mcchrystal-the-operators_4157323	Contactmusic.com	e	dqI_IJO6Od6H5BMIfwxbuXDduGDMM	www.contactmusic.com	1397591004193
6927	15029	Tyler The Creator - Tyler The Creator Arrested In Austin, Texas	http://www.contactmusic.com/story/tyler-the-creator-arrested-in-austin-texas_4111248	Contactmusic.com	e	dH2BbRGRU_oreeM2VzuRNU8VCa2gM	www.contactmusic.com	1395065205927
29	14591	Jamie Lynn Spears Marries James Watson In New Orleans Wedding	http://www.contactmusic.com/article/jamie-lee-spears-married-james-watson-britney-spears-congratulates_4112016	Contactmusic.com	e	dBKVOnrfAmFdlLMo6SXto-ZQfn68M	www.contactmusic.com	1395063811969
9480	125454	US STOCKS-Wall St up on Chinese and US data, Yellen comments	http://in.reuters.com/article/2014/04/16/markets-usa-stocks-idINL2N0N81H820140416	Reuters	b	dq6FiYbiv9LyFUM5oONqwVQijLkyM	in.reuters.com	1397707339480
3579	101851	Fitch Affirms Voronezh Region at 'BB+'; Outlook Stable	http://in.reuters.com/article/2014/04/11/fitch-affirms-voronezh-region-at-bb-outl-idINFit69602320140411	Reuters	b	dSAALz3Yg1Ijh5MZVzXN3nqotlp2M	in.reuters.com	1397290888102
5630	410291	Mobileye shares rise 50 pct in bumper debut	http://in.reuters.com/article/2014/08/01/mobileye-ipo-idINL4N0Q750920140801	Reuters	b	dd8oMnvGtwOdKnMONhKiWRoj6uZEM	in.reuters.com	1406927468212
3638	294173	BG Sells Stake in North Sea Pipe Network for $954 Million	http://www.businessweek.com/news/2014-06-17/bg-sells-stake-in-north-sea-pipeline-network-for-954-million	Businessweek	b	dYrWSMXxl9gR6ZMJsKtpnZ-YTqcoM	www.businessweek.com	1403001725577
4695	276227	China May Home Sales Decline 11% on Weak Buying Sentiment	http://www.businessweek.com/news/2014-06-13/china-may-home-sales-decline-11-percent-on-weak-buying-sentiment	Businessweek	b	dDjEqY9ii-d0FrM6_9aNAKLRTz2_M	www.businessweek.com	1402651063193
3852	348602	Japan's Topix Posts Highest Close in 5 Months on Tankan	http://www.businessweek.com/news/2014-06-30/japans-topix-advances-after-best-month-since-november	Businessweek	b	dIFQcuJB0Xszy1MFYrXMHxOUoTs8M	www.businessweek.com	1404374924442
2775	132241	US Stocks Rise While Treasuries Decline on Ukraine, Earnings	http://www.businessweek.com/news/2014-04-16/s-and-p-500-gains-for-third-day-as-bonds-fall-on-earnings-economy	Businessweek	b	d3CdcOqST3Ov45MeE9h-mLKQD47wM	www.businessweek.com	1397825094049
4604	49303	Wu-tang Clan - Rappers Wu-tang Clan To Sell One Copy Of Special Album	http://www.contactmusic.com/story/rappers-wu-tang-clan-to-sell-one-copy-of-special-album_4126760	Contactmusic.com	e	di3TPcPsWcN3PTMm8eeCvzu-O0BTM	www.contactmusic.com	1395886500914
4706	201946	What I've Learned From My Mom: In the Middle of Three Generations	http://www.huffingtonpost.com/jenny-witte/what-ive-learned-from-my-_1_b_5296926.html	Huffington Post	e	dQKjMgdHlT4cSyMuroGA_2kAZRACM	www.huffingtonpost.com	1399696152182
9044	104283	Paul Walker Tribute Will Take Place At 2014 MTV Movie Awards	http://www.contactmusic.com/article/paul-walker-tribute-2014-mtv-movie-awards_4151766	Contactmusic.com	e	dpbKxyrtyWF331MHxIOhL4UoLMPsM	www.contactmusic.com	1397300626116
7880	283874	Ford Lowering Fuel Economy Estimates For 6 Vehicles	http://www.huffingtonpost.com/2014/06/12/ford-fuel-economy-estimates_n_5489199.html	Huffington Post	t	djgB2w3ZYkZ8fhMekdq6P5Eh2RpDM	www.huffingtonpost.com	1402745705023
5225	63155	Zac Efron Attacked In LA's Skid Row	http://www.huffingtonpost.com/2014/03/27/zac-efron-attacked-skid-row_n_5041821.html	Huffington Post	e	dL8KvGaQhaYJN-M5sjXZoEUSHT4TM	www.huffingtonpost.com	1396079935091
1154	146907	UPDATE 3-Ackman, Valeant team up to bid for Allergan in unusual pairing	http://in.reuters.com/article/2014/04/22/hedgefunds-ackman-idINL2N0ND19720140422	Reuters	b	dfWBqDxgv21TUlMFBrhOOHpO3cvPM	in.reuters.com	1398160803488
1908	339172	Swiss regulator probing management, staff at BNP Geneva unit	http://in.reuters.com/article/2014/07/01/bnp-paribas-settlement-swiss-idINL6N0PC1VO20140701	Reuters	b	dfIEH7jh6gu3BeMpJs-5IJQZuR-SM	in.reuters.com	1404220569993
7582	340975	Euro back around $1.37 as ECB meets again	http://in.reuters.com/article/2014/07/01/us-markets-forex-idINKBN0F641A20140701	Reuters India	b	daIFBec37IK_ELMWJqgXAwi9vAClM	in.reuters.com	1404236865934
9968	280895	Robin Thicke - Robin Thicke names album after estranged wife	http://www.contactmusic.com/story/robin-thicke-names-album-after-estranged-wife_4241347	Contactmusic.com	e	dflCph2zJvu4FcMqqxixfobGH4qjM	www.contactmusic.com	1402687074515
3028	338700	RPT-Fitch Affirms 4 Vietnamese Banks at 'B'; Revises Outlook of ACB	http://in.reuters.com/article/2014/06/30/fitch-affirms-4-vietnamese-banks-at-b-re-idINFit70660020140630	Reuters	b	dAe_I5OknnDy8kMIuE2FnEiHpR7wM	in.reuters.com	1404217829231
8980	183092	Women In Entertainment Breakfast Pulled From Beverly Hills Hotel Over Gay  ...	http://www.contactmusic.com/story/women-in-entertainment-breakfast-pulled-from-beverly-hills-hotel-over-gay-rights-scandal_4181158	Contactmusic.com	e	dOY-wAMDAPFp1lM_bzYTcAJ0mo3EM	www.contactmusic.com	1399383483206
898	331472	You May Have Been A Lab Rat In A Huge Facebook Experiment	http://www.huffingtonpost.com/2014/06/29/facebook-experiment-psychological_n_5540018.html	Huffington Post	t	d5ipeuy5GZ-zxuMXV_s0QdPtn8APM	www.huffingtonpost.com	1404082875919
812	344702	Telefonica Wins Conditional EU Approval for E-Plus Deal	http://www.businessweek.com/news/2014-07-02/telefonica-wins-eu-approval-to-buy-e-plus-with-network-pledge	Businessweek	b	dYu-Myepep22jlM4SsO3XMeerHm2M	www.businessweek.com	1404310326008
5629	412165	Argentina's Wall Street Fixers Joined by Deutsche Bank for Talks	http://www.businessweek.com/news/2014-08-07/argentina-s-wall-street-fixers-joined-by-deutsche-bank-for-talks	Businessweek	b	dii-GnqNIs1QcLMPVLXur7g3PmIcM	www.businessweek.com	1407510865495
2615	155591	Barclays Will Post Small Decline in First-Quarter Profit (1)	http://www.businessweek.com/news/2014-04-24/barclays-says-it-will-post-small-decline-in-first-quarter-profit	Businessweek	b	dxexXVf6bRsQqZMD4jWbZd5xRWLCM	www.businessweek.com	1398333819655
3562	132837	Japan makes two more oil payments to Iran-sources	http://in.reuters.com/article/2014/04/17/iran-oil-payment-idINL3N0N91WH20140417	Reuters	b	dsO-R9qlVCa6BYMWb0dxCERknT3nM	in.reuters.com	1397827977513
3569	342648	Pippa Middleton - Pippa Middleton Embarrassed By Royal Wedding Dress Hype	http://www.contactmusic.com/story/pippa-middleton-embarrassed-by-royal-wedding-dress-hype_4266437	Contactmusic.com	e	djTDr0d2oiqMxaM_5I6ooS824mahM	www.contactmusic.com	1404250661376
5722	111889	UPDATE 1-ECB prepared to ease if inflation low for too long - Noyer	http://in.reuters.com/article/2014/04/14/ecb-noyer-inflation-idINL2N0N613H20140414	Reuters	b	dWKd0E3dgCw1QWML7X1ujmD6i8JIM	in.reuters.com	1397507244217
3670	116696	MORE TIME TO FILE, NOT PAY	http://www.huffingtonpost.com/huff-wires/20140413/us--taxes-filing-an-extension/\?utm_hp_ref=sports&amp;ir=sports	Huffington Post	b	d14jN-aJ2l-cvYMdbU7N53DjvpdOM	www.huffingtonpost.com	1397575314991
771	392839	Apple Puts IBM Rivalry to Rest With Corporate Sales Deal	http://www.businessweek.com/news/2014-07-16/apple-puts-ibm-rivalry-to-rest-with-corporate-sales-deal	Businessweek	t	dSamYZFaQ4_NkLMe4VzR3GpK5NSeM	www.businessweek.com	1405714018324
563	358669	Lea Michele - Lea Michele A Victim Of Twitter.com Pregnancy Hoax	http://www.contactmusic.com/story/lea-michele-a-victim-of-twitter-com-pregnancy-hoax_4271933	Contactmusic.com	e	dDzZDd7pVNZDDBMpnG7rkeM4MG6EM	www.contactmusic.com	1404533110461
9485	161831	Job market for college grads better but still weak	http://www.huffingtonpost.com/huff-wires/20140422/us--business-highlights/\?utm_hp_ref=technology&amp;ir=technology	Huffington Post	e	dC2mCxvZt65eU1M6UvUmYCDYXfcpM	www.huffingtonpost.com	1398408752096
9763	135570	Kerry Washington - Kerry Washington Thanks Scandal Team For Concealing  ...	http://www.contactmusic.com/story/kerry-washington-thanks-scandal-team-for-concealing-pregnancy_4160288	Contactmusic.com	e	dtrL7tqYGD_PkcMZFV_b6kNWvDoRM	www.contactmusic.com	1397840289343
